pseudocode,item_group,item_id,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g
1014147,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1014147,8,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
1014147,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1014147,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
1016117,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016117,8,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016117,8,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016117,8,7,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016117,8,8,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016117,8,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016397,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016397,8,4,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016397,8,5,12,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016397,8,6,1,1,13,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016397,8,7,0,0,4,4,10,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016397,8,8,0,0,0,0,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016397,8,9,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024091,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024091,8,5,17,13,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024091,8,6,3,1,20,29,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024091,8,7,0,0,9,3,19,24,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024091,8,8,0,0,0,0,1,1,16,29,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024091,8,9,0,0,0,0,0,0,1,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024091,8,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,4,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,5,6,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,6,1,0,8,13,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,7,0,0,0,0,13,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,8,0,0,0,0,0,0,12,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,9,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031605,8,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041015,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1041015,8,9,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1041015,8,10,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0
1041015,8,11,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,30,0,1,0,0,0,0,0,0,0,0
1041015,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,41,0,0,0,0,0,0,0,0
1041015,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,44,0,2,0,0,0,0
1041015,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,59,0,51,0,3,0,0
1041015,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,68,0,87,0,1
1041015,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,76,0,99
1041015,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,75
1041015,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1047715,8,5,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047715,8,6,0,0,63,47,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047715,8,7,0,0,15,4,81,59,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047715,8,8,0,0,0,0,9,1,47,53,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047715,8,9,0,0,0,0,0,0,2,1,56,48,20,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1047715,8,10,0,0,0,0,0,0,0,0,3,1,58,41,13,23,0,0,0,0,0,0,0,0,0,0,0,0
1047715,8,11,0,0,0,0,0,0,0,0,1,0,4,3,55,42,10,10,0,0,0,0,0,0,0,0,0,0
1047715,8,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,42,6,9,1,0,0,0,0,0,0,0
1047715,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,27,12,8,0,0,0,0,0,0
1047715,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,19,11,8,0,0,0,0
1047715,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,23,0,0,0,0
1047715,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1052500,8,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052500,8,6,0,0,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052500,8,7,0,0,0,0,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052500,8,8,0,0,0,0,0,0,9,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052500,8,9,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056126,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056126,8,5,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056126,8,6,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056126,8,7,0,0,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056126,8,8,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056126,8,9,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,4,48,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,5,27,20,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,6,1,1,11,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,7,0,0,1,0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,8,0,0,0,0,1,0,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,9,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058216,8,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,5,7,15,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,6,0,0,10,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,7,0,0,0,0,10,12,13,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,8,0,0,0,0,1,0,10,11,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,9,0,0,0,0,0,0,0,0,4,13,30,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1075878,8,10,0,0,0,0,0,0,0,0,1,0,23,17,13,32,0,1,0,0,0,0,0,0,0,0,0,0
1075878,8,11,0,0,0,0,0,0,0,0,0,0,0,0,20,24,26,26,0,0,0,0,0,0,0,0,0,0
1075878,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,18,15,0,1,0,0,0,0,0,0
1075878,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,24,43,34,2,0,0,0,0,0
1075878,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,34,31,0,0,0,0
1075878,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,0,0,0,0
1075878,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1078702,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,4,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,5,11,4,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,6,0,0,10,7,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,7,0,0,1,0,12,12,14,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,8,0,0,0,0,0,0,6,8,22,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,9,0,0,0,0,0,0,1,0,13,8,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,10,0,0,0,0,0,0,0,0,0,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078702,8,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081931,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1081931,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,61,1,0,0,0,0,0,0,0
1081931,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,138,64,53,0,1,0,0,0,0
1081931,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,123,106,66,47,2,0,0,0
1081931,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3,108,78,82,62,1,1
1081931,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,138,86,76,61
1081931,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,124,111
1081931,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4
1089635,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089635,8,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089635,8,5,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089635,8,6,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089635,8,7,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089635,8,8,0,0,0,0,0,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089635,8,9,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091078,8,5,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091078,8,6,0,0,10,13,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091078,8,7,0,0,5,1,16,14,19,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091078,8,8,0,0,0,0,0,0,11,8,20,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091078,8,9,0,0,0,0,0,0,0,0,28,21,43,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1091078,8,10,0,0,0,0,0,0,0,0,1,1,59,38,45,32,1,0,0,0,0,0,0,0,0,0,0,0
1091078,8,11,0,0,0,0,0,0,0,0,0,0,2,1,59,42,58,51,3,5,0,1,0,0,0,0,0,0
1091078,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,75,159,107,6,3,0,0,0,0,0,0
1091078,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,190,120,182,146,5,3,0,0,0,0
1091078,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,209,120,161,134,0,1,0,0
1091078,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,190,143,43,72,1,1
1091078,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,8,52,67,46,76
1091078,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,45,78
1091078,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1
1091078,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1094244,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094244,8,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094244,8,7,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094244,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100214,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100214,8,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100214,8,5,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100214,8,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100214,8,7,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100214,8,8,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100214,8,9,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112451,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112451,8,9,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112451,8,10,0,0,0,0,0,0,0,0,0,0,20,18,38,26,1,0,0,0,0,0,0,0,0,0,0,0
1112451,8,11,0,0,0,0,0,0,0,0,0,0,0,0,56,35,36,34,3,4,0,0,0,0,0,0,0,0
1112451,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,64,138,115,11,3,1,0,0,0,0,0
1112451,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,163,116,160,96,7,1,0,0,0,0
1112451,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,200,133,152,86,6,3,0,0
1112451,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,156,126,118,76,4,1
1112451,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,134,96,130,100
1112451,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,2,124,76
1112451,8,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,2
1112451,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1126072,8,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,5,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,6,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,7,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,8,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,9,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,10,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1126072,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1126072,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
1130432,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,1,1,0,0,0,0,0,0
1130432,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,7,1,0,0,0,0,0
1130432,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,10,8,0,0,0,0
1130432,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0
1140616,8,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140616,8,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140616,8,7,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140616,8,8,0,0,0,0,0,0,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140616,8,9,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142956,8,5,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142956,8,6,0,0,6,6,17,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142956,8,7,0,0,0,0,7,5,9,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142956,8,8,0,0,0,0,0,0,2,9,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142956,8,9,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142956,8,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146560,8,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146560,8,6,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146560,8,7,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146560,8,8,0,0,1,0,0,0,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146560,8,9,0,0,0,0,1,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149000,8,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149000,8,6,0,0,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149000,8,7,0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149000,8,8,0,0,0,0,0,0,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149000,8,9,0,0,0,0,0,0,0,0,2,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149000,8,10,0,0,0,0,0,0,0,0,0,0,3,2,5,6,0,1,0,0,0,0,0,0,0,0,0,0
1149000,8,11,0,0,0,0,0,0,0,0,0,0,1,0,6,3,4,7,0,0,0,0,0,0,0,0,0,0
